date,volumeUSD,feesUSD,tvlUSD
2022-12-19,5360608.855264413,2680.3044276322066,2942207.8802897586
2022-12-20,7343742.607698657,3671.8713038493283,3632216.3185308673
2022-12-21,5462746.82081901,2731.3734104095047,3749383.6805305383
2022-12-22,6180687.56987197,3090.3437849359852,3593385.162894862
2022-12-23,3038530.5995356203,1519.2652997678101,3745584.3301815535
2022-12-24,705994.5234115721,352.99726170578606,3938871.8743278747
2022-12-25,1413283.3994787266,706.6416997393633,3804652.486982677
2022-12-26,2973353.840121666,1486.676920060833,3815160.8156109806
2022-12-27,13020199.541759197,6510.099770879598,3767903.491444386
2022-12-28,2890140.612724389,1445.0703063621945,3761894.4483840778
2022-12-29,2712437.8903162642,1356.218945158132,3815324.7622752837
2022-12-30,3347203.3439413006,1673.6016719706502,3805953.7677940046
2022-12-31,1820776.0985239304,910.3880492619652,3781749.2066512243
2023-01-01,3093207.6935719107,1546.6038467859553,3992715.161091669
2023-01-02,7701944.135094563,3850.9720675472813,4068666.429415738
2023-01-03,2050127.3649476117,1025.0636824738058,4314225.793163719
2023-01-04,7491031.96514308,3745.5159825715396,4080777.4930200684
2023-01-05,2611338.5790237547,1305.6692895118774,3980980.7600919614
2023-01-06,4340562.029117307,2170.281014558653,4235469.89984398
2023-01-07,1464580.0694990677,732.2900347495338,3970696.3478390737
2023-01-08,1076970.6397831775,538.4853198915888,3856307.961117428
2023-01-09,7272805.722993386,3636.402861496693,4052220.2742455495
2023-01-10,3764253.604685621,1882.1268023428104,4061856.92206586
2023-01-11,9926747.048709448,4963.373524354724,4157550.30542824
2023-01-12,9399267.586276485,4699.633793138242,3986265.56945418
2023-01-13,2392997.4320693742,1196.498716034687,3282455.8933362253
2023-01-14,5664944.225187266,2832.472112593633,2878869.3648589295
2023-01-15,1577516.2907685724,788.7581453842862,2855074.838905788
2023-01-16,3572734.892685526,1786.367446342763,2586787.2597313924
2023-01-17,2173602.8345069825,1086.8014172534913,2993087.6397166816
2023-01-18,4348617.616275127,2174.3088081375636,2930844.1380059645
