date,volumeUSD,feesUSD,tvlUSD
2024-03-07,1.538440320222066,0.01538440320222066,62.88662066639662
2024-03-08,0.9456384202249608,0.009456384202249608,47.04714435605211
2024-03-09,0.0,0.0,23.373701523958545
2024-03-10,0.46305759151305365,0.004630575915130537,22.98601971697008
2024-03-11,4.1226555626376244,0.04122655562637625,95.31600407720512
2024-03-12,4.1323387423377005,0.041323387423377,96.31694507037531
2024-03-13,4.75731565051903,0.047573156505190305,94.9608886664469
2024-03-14,18.484999481984243,0.18484999481984243,108.86338644940918
2024-03-15,25.515689234866667,0.2551568923486667,121.42235142055144
2024-03-16,15.946584916048147,0.15946584916048145,128.49809427578816
2024-03-17,34.20136106156785,0.3420136106156785,118.84877656439022
2024-03-18,8.583419850962596,0.08583419850962597,129.48548425392747
2024-03-19,27.64197940282915,0.2764197940282915,149.68907526071507
2024-03-20,335.36505539757746,3.353650553975775,39.323556283890134
2024-03-21,1.4280897004873268,0.014280897004873267,36.23170580842057
2024-03-22,2.5466557990024317,0.025466557990024317,39.20383704834287
2024-03-23,0.7766950074399659,0.007766950074399659,40.28201571429059
2024-03-24,1.537170108865084,0.01537170108865084,39.24557117282409
2024-03-25,0.0,0.0,38.5062920918069
2024-03-26,3.3800150891949987,0.03380015089194999,42.56297051065417
2024-03-27,0.7971448160283634,0.007971448160283634,49.489349274178466
2024-03-28,6.567016180707501,0.06567016180707501,59.31941296543069
2024-03-29,2.4323378867738947,0.024323378867738946,303.571836
2024-03-30,74.53680233567418,0.7453680233567419,289.309934
2024-03-31,2.0326824679901536,0.020326824679901538,307.020144
2024-04-01,10.716744428141538,0.10716744428141539,305.67791
2024-04-02,8.087285557451425,0.08087285557451426,318.665858
2024-04-03,5.429661257857458,0.05429661257857458,308.135526
2024-04-04,1.8282028443030662,0.018282028443030663,310.188812
2024-04-05,153.5208861671473,1.5352088616714727,585.035078
2024-04-06,195.12323390296677,1.9512323390296678,821.9405788735933
2024-04-07,22.678670027128376,0.22678670027128375,595.801768
2024-04-08,333.56394167630356,3.3356394167630357,819.581628871265
2024-04-09,95.23940883168991,0.9523940883168991,695.936308
2024-04-10,89.23238227167262,0.8923238227167263,703.815524
2024-04-11,55.00077589062747,0.5500077589062747,709.716852
2024-04-12,213.20451948804063,2.1320451948804062,483.369844
2024-04-13,229.40746115524212,2.2940746115524213,327.235872
2024-04-14,2068.553475142478,20.68553475142478,815.429068
2024-04-15,50.30012116527663,0.5030012116527663,367.668328
2024-04-16,166.08978306437578,1.6608978306437578,417.695684
2024-04-17,126.38509155958417,1.2638509155958417,651.3836353356932
2024-04-18,1199.4187582414459,11.994187582414458,863.908456
2024-04-19,387.1421618395152,3.8714216183951518,372.94015
2024-04-20,33.89720773580599,0.3389720773580599,421.3568987392367
2024-04-21,71.82037816652014,0.7182037816652014,376.939094
2024-04-22,44.45022632995162,0.4445022632995162,489.131172
2024-04-23,54.54201889574298,0.5454201889574298,501.63345
2024-04-24,91.31350128100215,0.9131350128100215,377.687576
2024-04-25,32.21533967910718,0.32215339679107186,422.59797
2024-04-26,36.70253109586729,0.3670253109586729,418.32214
2024-04-27,87.38894633053413,0.8738894633053412,559.446812
2024-04-28,138.64702778985318,1.3864702778985318,534.882766
2024-04-29,250.26384678708547,2.5026384678708546,3654.573942
2024-04-30,434.1743506646109,4.341743506646109,755.235676
2024-05-01,383.5157594918248,3.8351575949182477,630.564032
2024-05-02,170.14493567421366,1.7014493567421365,756.998734
2024-05-03,364.0233160506866,3.6402331605068663,586.881612
2024-05-04,28.783048692340316,0.2878304869234032,810.5748964359915
2024-05-05,76.4697897900531,0.764697897900531,731.4758371438735
2024-05-06,154.02580756136192,1.540258075613619,890.875526
2024-05-07,194.76559460485146,1.9476559460485148,587.153532
2024-05-08,212.09380928168173,2.120938092816817,489.406696
2024-05-09,69.06749974090778,0.6906749974090778,769.8343617752969
2024-05-10,142.37813572017726,1.4237813572017723,462.390824
2024-05-11,0.02876599047877678,0.0002876599047877678,463.244744
2024-05-12,0.01129193755034359,0.0001129193755034359,463.4952885414255
2024-05-13,95.5980948249328,0.955980948249328,505.884078
2024-05-14,62.275375086575835,0.6227537508657583,1356.890458
2024-05-15,82.36994911467346,0.8236994911467346,565.83619
2024-05-16,59.27600544059606,0.5927600544059606,487.374182
2024-05-17,81.5380796429721,0.8153807964297209,617.814052
2024-05-18,21.524321881349408,0.2152432188134941,674.039216
2024-05-19,58.158908808291585,0.5815890880829159,609.578414
2024-05-20,553.1286097157274,5.531286097157274,1339.678251520976
2024-05-21,228.1969002132105,2.281969002132105,1389.159026
2024-05-22,57.83145895589735,0.5783145895589734,1103.696215189435
2024-05-23,301.04913761402423,3.010491376140242,741.2184621121112
2024-05-24,54.124659636381665,0.5412465963638167,801.8875676177662
2024-05-25,13.163105016330928,0.13163105016330928,855.8689256890251
2024-05-26,31.13902270552208,0.31139022705522085,827.6179473237885
2024-05-27,33.3455157772192,0.333455157772192,802.0548930215228
2024-05-28,113.92283069212847,1.1392283069212847,865.9678154856424
2024-05-29,629.7057867260254,6.2970578672602535,1808.678602
2024-05-30,91.21979600434832,0.9121979600434832,865.7095431234799
2024-05-31,44.590601614107605,0.44590601614107606,868.2556280826042
2024-06-01,8.623540321352944,0.08623540321352945,897.3963802361194
