market_instance,dyn_net_return,stat_net_return,return_improvement,dyn_total_revenue,stat_total_revenue,revenue_improvement,dyn_avg_fee,stat_avg_fee,dyn_fee_volatility,dyn_avg_volume,stat_avg_volume,volume_ratio_dyn,volume_ratio_stat
13,-0.6798791078856282,-0.6791446013299757,-0.0007345065556525476,1904.072061658266,3373.405775773222,-1469.3337141149561,0.0002908078227961943,0.0005,0.0002134091544407038,35.88714768848864,34.13869051434196,3.2926146761661725e-05,3.158545899489612e-05
14,0.15193459142563726,0.1536561888160808,-0.0017215973904435578,1961.3901629688987,5404.659416474389,-3443.2692535054903,0.00017087093755273791,0.0005,9.71396972167136e-05,18.73673206971638,17.079075021090155,8.454330320685656e-06,7.707649039509392e-06
15,-0.22198565031762166,-0.2207091613268185,-0.001276488990803154,2269.4561593788258,4822.962278084508,-2553.5061187056826,0.00022781676056654024,0.0005,0.00015400020147275664,21.675518702881934,20.128395574657866,1.1286191101933608e-05,1.0500827010028514e-05
16,1.4576621329837898,1.4603148007741864,-0.0026526677903966345,2868.354172723124,8171.2562590322705,-5302.902086309146,0.00017058780406679683,0.0005,0.00010150295412796253,15.434652353226099,14.204913958877745,5.719437560970695e-06,5.275139370011761e-06
17,-0.40493472053247176,-0.4038372712869702,-0.001097449245501536,1558.7066223034494,3753.4672649982253,-2194.760642694776,0.00019754011497755033,0.0005,0.0001203984650045746,30.091504113441896,27.780437040774366,2.0902060498659072e-05,1.9312725925081938e-05
18,-0.11714670998062053,-0.11571663466489687,-0.0014300753157236584,1843.5007191072827,4703.790771517533,-2860.2900524102506,0.00018740719599339047,0.0005,9.993385404320629e-05,22.75198145335164,20.91596042054542,1.2147134108321838e-05,1.1168941232587595e-05
19,-0.055780838763984035,-0.054271419530811486,-0.0015094192331725487,2000.8797647467454,5018.817718783899,-3017.9379540371538,0.00019204563638126592,0.0005,0.00011208371230271596,22.815449875818118,21.051648431212207,1.1936426619221448e-05,1.1017054845731509e-05
20,0.745237171174553,0.7481057825893953,-0.0028686114148422925,2919.578148068548,8658.190324341276,-5738.612176272728,0.00016150658565390076,0.0005,9.306648635189187e-05,14.411146732970124,13.257545680685453,4.696673244321785e-06,4.324552441897371e-06
21,0.012970537980224356,0.014443612874008482,-0.0014730748937841261,2540.156689554378,5486.758690019198,-2946.6020004648203,0.0002281535621245978,0.0005,0.00015218984404730766,20.282415336771923,18.880834469576815,9.53535747696689e-06,8.89775574813264e-06
22,0.1896062826225818,0.19110421328697075,-0.0014979306643889412,2041.7752174910609,5038.715129136932,-2996.939911645871,0.00019633885318601847,0.0005,0.00011928053184399451,22.242809114784126,20.547912020312786,1.1415360929667291e-05,1.0553865821165632e-05
23,0.3342366608688249,0.33628241466893233,-0.0020457538001074083,2417.0059084968425,6508.574924247084,-4091.5690157502413,0.00018333349601202652,0.0005,0.00017042404640488378,16.815196386559723,15.464762252285917,6.7261259411807965e-06,6.2035649401163074e-06
24,0.16072033935281682,0.16264062000170326,-0.001920280648886441,2364.9214991249823,6205.450216975875,-3840.528717850893,0.00018278434503108182,0.0005,0.00010942678913721713,20.517112599793577,18.954799304438257,9.116642492613103e-06,8.425296589083045e-06
25,0.1953521015989254,0.19671985318688023,-0.001367751587954824,2409.6521311288857,5145.947546572233,-2736.295415443347,0.00023327080118311152,0.0005,0.00015309701838600782,24.349328748207284,22.772670398576686,1.3650016250572382e-05,1.278318642174207e-05
26,-0.5023090012189021,-0.5015362178270748,-0.0007727833918272919,2150.802221718188,3696.3875356651383,-1545.5853139469505,0.00027697421852617977,0.0005,0.00021079378802672102,32.62565284324398,30.773086489645056,2.5100680857321555e-05,2.3681781715973612e-05
27,-0.13478057698184437,-0.1329305792020253,-0.0018499977798190625,2829.027660339498,6529.046753551005,-3700.019093211507,0.0002321381913449347,0.0005,0.0001998957767914546,17.24827474065602,16.156289472863666,7.1769466045885455e-06,6.7713975397015175e-06
28,0.06442803647287469,0.06599378650909103,-0.0015657500362163401,1995.757069617597,5127.012288577276,-3131.255218959679,0.00018621221377683299,0.0005,8.977627950939924e-05,21.95251138885546,20.18333565922541,1.1126976653891356e-05,1.0234210292419102e-05
29,-0.2308677392969723,-0.22973438161977067,-0.0011333576772016296,1960.5501825549172,4228.571536390438,-2268.021353835521,0.00022332521237567536,0.0005,0.0001186027514600195,24.794220756244876,22.963835160337535,1.4867219718990579e-05,1.3771632092229289e-05
30,-0.11872253883154504,-0.1173762066708575,-0.0013463321606875384,2073.099582411417,4765.363819033948,-2692.264236622531,0.00020803212532909406,0.0005,0.00011282216267024843,26.632091285879486,24.765267738615847,1.5330603601105916e-05,1.4259348272291264e-05
31,-0.3570112830176571,-0.3563485058119221,-0.0006627772057349879,2490.253924104998,3816.7315075978104,-1326.4775834928123,0.000317130206958715,0.0005,0.00024523467142395706,30.992947978096478,29.478440833597357,2.2199585130144592e-05,2.109916344882016e-05
32,-0.04573602811349532,-0.04413654284561856,-0.0015994852678767602,2271.838735097988,5470.964642448148,-3199.12590735016,0.00020230445437054167,0.0005,0.00011952393742250052,20.65608742964823,19.092248133040254,9.861054868857986e-06,9.126437273557631e-06
33,-0.26223497367737536,-0.26078132062914877,-0.0014536530482265886,1924.8115628576816,4832.450919926601,-2907.6393570689197,0.00019206675825578345,0.0005,0.00011321921347757693,24.717032276725465,22.821002496820526,1.3805352716108105e-05,1.2749645246588147e-05
34,0.06173334788094181,0.0633327280720796,-0.0015993801911377836,2288.8652266887075,5486.818383540609,-3197.9531568519014,0.00019933522429539216,0.0005,0.00010870509088905976,20.39375854069681,18.78395299331973,9.71513690881206e-06,8.949995563115344e-06
35,-0.2062806295903587,-0.2049918547548753,-0.0012887748354833972,2489.174135309785,5066.746983307693,-2577.572847997908,0.000257070365708645,0.0005,0.00020015353092609696,21.75865506427827,20.475988754352958,1.1355175021058099e-05,1.0734110682856736e-05
36,0.3136765464405343,0.31554791836700563,-0.0018713719264713546,2382.0371357239837,6124.74834015059,-3742.711204426606,0.0001871210696252277,0.0005,0.0001238783695284709,18.913362283192242,17.434180090155667,8.243322797631981e-06,7.606761620183389e-06
37,-0.2332582100630307,-0.23217799751652196,-0.001080212546508752,1471.9192758077875,3631.9439306404493,-2160.024654832662,0.00019585678750147454,0.0005,0.00011238502760475011,32.33124800968446,29.82203794074322,2.4565911237084805e-05,2.2654299879428124e-05
38,-0.001026012943032547,0.0004543117980218958,-0.0014803247410544427,1952.0567049873166,4912.780019635842,-2960.7233146485255,0.00018966232815682927,0.0005,0.00013491528319208064,24.646279198947784,22.740327433571885,1.3559890999768083e-05,1.250833932414099e-05
39,-0.4053743781395478,-0.404342577247579,-0.0010318008919688038,2193.320535649072,4256.819107085294,-2063.4985714362215,0.00025567114623662856,0.0005,0.00017697488832113756,26.784414321816442,25.219107323468354,1.6748192757968485e-05,1.5817420947259385e-05
40,-0.5623289936640304,-0.561542248849896,-0.0007867448141344324,1962.929051216412,3536.874302705998,-1573.945251489586,0.00028147689985236283,0.0005,0.00021456624037490392,32.96603402923721,31.148642007319346,2.8014434714537377e-05,2.6528921902009028e-05
41,0.35082744008825023,0.35278314814237643,-0.001955708054126204,2205.8408458212402,6117.381013980314,-3911.5401681590733,0.00017338126860350127,0.0005,8.734312654462189e-05,18.2648175817527,16.78693086136299,7.669000712705915e-06,7.052440362816719e-06
42,-0.4368745380287508,-0.43587183159469917,-0.0010027064340516478,1745.3695872405574,3750.5570781050737,-2005.1874908645163,0.0002271211884430375,0.0005,0.0001323844223066152,31.42491415136968,29.302101774106568,2.3793759548222983e-05,2.224393396764439e-05
43,-0.13582387915571242,-0.13467603520410135,-0.0011478439516110772,1835.98656717179,4131.818054043109,-2295.8314868713196,0.0002193255534013729,0.0005,0.00015419706234392572,26.845771373852287,24.898703490869348,1.7077044948603822e-05,1.583430252895469e-05
44,0.6094513960458241,0.6115682327768842,-0.002116836731060112,2472.8845636044425,6706.017344560476,-4233.1327809560335,0.00018670412515311229,0.0005,0.00014624421889521239,19.454840849403368,18.0299570680673,8.91974633073786e-06,8.298693972763646e-06
45,-0.09888356493042467,-0.09763055964767747,-0.0012530052827472021,1973.452939168379,4478.362294974755,-2504.909355806376,0.00021394275782952673,0.0005,0.0001369161209996589,23.58652293545661,21.812780133861207,1.336839997639022e-05,1.2368901948889981e-05
46,-0.26785045525265133,-0.266943295494695,-0.0009071597579563551,1892.9263199820412,3707.2525886488847,-1814.3262686668436,0.0002508991847648855,0.0005,0.00018293714537457518,30.389161411893312,28.407906090101157,2.219992384255107e-05,2.0732097015776845e-05
47,-0.5679688267221618,-0.567512430223004,-0.0004563964991577407,2537.3250490826563,3449.950668939243,-912.6256198565866,0.0003503883461448728,0.0005,0.0003141464101599203,34.79661291628513,33.13648848192393,2.9155461794749146e-05,2.7594803837083868e-05
48,0.29187657868897493,0.29291060054908136,-0.0010340218601064266,3426.9169509870817,5493.996538713873,-2067.079587726791,0.00031951563061897537,0.0005,0.0003760108162215312,20.954839660097488,19.97553681543503,1.0287826809449648e-05,9.841020302624302e-06
49,-0.2995563500821345,-0.2985191897838268,-0.0010371602983076933,1957.8821677121578,4031.9884361399454,-2074.1062684277877,0.0002332970726207946,0.0005,0.00014479242837121118,26.474911341543926,24.679081657054528,1.668909855998222e-05,1.5562114269111715e-05
50,0.3020016134853256,0.3035693293068856,-0.0015677158215600118,2154.520098060181,5290.72484490349,-3136.2047468433084,0.00019940350938140364,0.0005,0.00012629437118876047,23.087687963629104,21.42295140924751,1.2285668334507796e-05,1.1420548819997697e-05
51,0.24233707531049567,0.24424109692083415,-0.00190402161033848,2517.0614904129534,6325.522936554373,-3808.4614461414194,0.00018788957808904517,0.0005,0.00013075554313043264,17.841925467245378,16.438983009333057,7.270594795373935e-06,6.705771359774128e-06
52,-0.35720411942634256,-0.3561842028671084,-0.0010199165592341686,2110.8743076714845,4151.068900043589,-2040.1945923721041,0.00024092147147833243,0.0005,0.0001626571615223462,28.154675308313212,26.268146780698125,1.86193213519259e-05,1.734796278061205e-05
53,-0.3317473409609785,-0.3306054298974036,-0.0011419110635749186,1944.4357163449693,4228.190117629344,-2283.7544012843746,0.00022657193309197427,0.0005,0.00017086995104198047,27.331765200244686,25.417237693603663,1.7872950050247126e-05,1.6638750158898835e-05
54,-0.4938701636246348,-0.4928449860996828,-0.0010251775249520145,1716.945058136299,3767.74720458927,-2050.802146452971,0.0002192863285877214,0.0005,0.00012883026180046187,32.71720535409892,30.409349200387098,2.5595394568734813e-05,2.3769506013813427e-05
55,0.060157853418072456,0.06169987947533536,-0.0015420260572629046,2418.413274453951,5502.098363222114,-3083.685088768163,0.00022032519406896872,0.0005,0.00022264718854956043,24.193217648610265,22.632818190015566,1.2452463914060225e-05,1.1675210950065834e-05
56,-0.3899709620501758,-0.38875823730185616,-0.0012127247483196268,1741.5062573676714,4166.842543864304,-2425.336286496633,0.00019697556651349213,0.0005,0.00010768454115450872,26.467414779073497,24.39712651547128,1.6548077779630465e-05,1.5255941192673061e-05
57,0.5318929907957078,0.5340101230368342,-0.002117132241126307,2516.8461438034074,6751.2803421404715,-4234.434198337064,0.00017995110798780327,0.0005,0.00010226013136387552,17.288324339007353,15.93878778010573,6.80366061847624e-06,6.280658695274001e-06
58,-0.27553405973501727,-0.2742756187780714,-0.0012584409569458832,2301.81937403868,4818.698104977199,-2516.8787309385193,0.00022529924085108995,0.0005,0.0001536969501238633,24.332110217643685,22.61853427904312,1.3527037191688539e-05,1.257739159095927e-05
59,-0.024873869767954807,-0.023186785959616305,-0.0016870838083385027,2767.039636167207,6141.561824035372,-3374.5221878681655,0.00022461699429212475,0.0005,0.00014192764678432087,17.046442773779226,15.850491238938048,7.072017727005534e-06,6.596030425081917e-06
60,0.19573127236694493,0.19754691445390554,-0.0018156420869606116,2123.9264164167002,5756.977585175233,-3633.0511687585326,0.00017780922201650584,0.0005,0.00010884758826323914,19.85400752673002,18.247756793845163,9.049929796277007e-06,8.322459011089428e-06
61,-0.01680012757922744,-0.015072037702189177,-0.0017280898770382618,2745.263732170508,6201.253014279661,-3455.9892821091535,0.0002176976705178012,0.0005,0.0001374164469417943,17.46084229981902,16.201216607937234,7.296017546498216e-06,6.779615353265081e-06
62,-0.630089674784937,-0.6293662016002866,-0.0007234731846504916,1727.8433856643621,3174.876598727707,-1447.0332130633449,0.0002619561971948559,0.0005,0.00016632186221525374,38.0230762175066,35.64549900348237,3.7431199864432805e-05,3.507176101885903e-05
63,-0.6133665955344434,-0.6134823872675007,0.00011579173305731327,3517.084555322408,3285.268575788001,231.81597953440723,0.0005556645445317506,0.0005,0.0006072853987116611,36.2770320614513,35.80028708670617,3.380483697958735e-05,3.2931399105170354e-05
64,0.3476683857059919,0.34999489543388596,-0.002326509727894055,2518.8241135987464,7172.256125988011,-4653.432012389265,0.00016761775155761454,0.0005,9.220236788066615e-05,16.31615799847397,14.970922413755426,6.077027478214143e-06,5.577487932666032e-06
65,0.14532595801629522,0.14682882739769457,-0.0015028693813993466,1985.7116051413009,4991.7843342317465,-3006.0727290904456,0.0001930445769522846,0.0005,0.0001233750845079738,22.33971259957418,20.59583615807994,1.1673435130279464e-05,1.0766151216617947e-05
66,0.6987735434021086,0.7010471562052255,-0.0022736128031168867,2452.8995665446278,6999.966597722621,-4547.067031177994,0.00016589823925829516,0.0005,8.601956847263227e-05,16.53734241940261,15.127461911400736,6.692503128942787e-06,6.127147040768911e-06
67,0.07065713403402246,0.07227158543951973,-0.0016144514054972636,2589.473051297749,5818.068659515735,-3228.595608217986,0.00021387184597015444,0.0005,0.00015255283385474423,18.955030059138053,17.576271992743152,8.33668373139038e-06,7.737773267917936e-06
68,-0.4932677464761871,-0.4922818504884037,-0.0009858959877833695,1929.304844857289,3900.86000476337,-1971.555159906081,0.00024690846273815926,0.0005,0.00015927071295755488,27.5401201503667,25.795788575172065,1.849367907763539e-05,1.7383946251700283e-05
69,-0.09357020379878721,-0.09188338220832357,-0.0016868215904636413,2669.3325735912285,6043.041869876814,-3373.709296285586,0.00022690681770119083,0.0005,0.0001640078207498058,17.883177522182315,16.64038001850368,7.78946356453407e-06,7.266035209222483e-06
70,0.1299861515805321,0.13144648765715025,-0.0014603360766181628,3167.714552588088,6088.998652070891,-2921.284099482803,0.00027123133883266384,0.0005,0.00023453136701363875,19.77845656911196,18.72389713101891,8.817570673789205e-06,8.375654046879871e-06
71,0.28635447559852756,0.2877465006224592,-0.0013920250239316534,1910.5001251231279,4693.872321663619,-2783.372196540491,0.00019319217177623691,0.0005,0.00015268753679466773,22.65829093194431,20.847393861587037,1.2285279629319843e-05,1.1310118407754e-05
72,-0.5995631938411493,-0.5990115460854126,-0.0005516477557366839,1994.1501705613334,3097.276179857682,-1103.1260092963487,0.0003080567435027022,0.0005,0.00021934600527101058,38.584689540229334,36.52963309367055,3.691304840068112e-05,3.4810692912773966e-05
73,-0.43205465588657604,-0.43099290916038735,-0.0010617467261886948,1658.258475077374,3781.7189606564393,-2123.4604855790653,0.0002100992494689682,0.0005,0.00012186304521475526,29.759322089002875,27.55663945801892,2.092740285752008e-05,1.9380312573220583e-05
74,-0.5312092815123268,-0.5300648391098743,-0.0011444424024524835,2068.431369324311,4357.177747519206,-2288.7463781948945,0.00023998195439470105,0.0005,0.0001532357283404391,30.049343115099735,28.241986668598344,2.0498716511875767e-05,1.9310149731474134e-05
75,0.12999149869267596,0.1313677924152047,-0.001376293722528732,1783.8623593952452,4536.9032251114095,-2753.0408657161643,0.00018359153078784644,0.0005,0.00011950901298049905,24.015465906598667,22.016774154362146,1.3519364894271104e-05,1.2384478383975988e-05
76,-0.28946631217805086,-0.2882321502395623,-0.001234161938488576,1822.2947612954217,4290.450783457479,-2468.156022162057,0.00020429432301913726,0.0005,0.00011448521331666988,26.836975014741725,24.832411482969793,1.640198184959313e-05,1.5177641142819139e-05
77,-0.20934813153273613,-0.2079172069131568,-0.0014309246195793324,1880.6494577111534,4742.237502842831,-2861.588045131678,0.00018707563695942654,0.0005,9.679743833604671e-05,23.656335200111013,21.731516567393346,1.2954654917141845e-05,1.1894307928265519e-05
78,-0.09291619305561843,-0.09135661869388319,-0.001559574361735247,1978.1585681775123,5097.432285860439,-3119.273717682927,0.00018312163773325307,0.0005,0.00010873604304090387,22.87377754710505,21.046592907283888,1.174084643317777e-05,1.080482143569519e-05
79,-0.019133235449719593,-0.017836010820278782,-0.0012972246294408116,2035.3704297573768,4630.2643057410005,-2594.8938759836237,0.00020893500540008938,0.0005,0.00014179141079323466,22.96171801371571,21.266673345835578,1.2685334941919648e-05,1.1752217015919116e-05
80,0.002698443245232338,0.004286866373359458,-0.0015884231281271203,2078.1754039856255,5255.704159965742,-3177.528755980117,0.00018971839006180094,0.0005,0.0001144175800392289,22.30959308795786,20.584962341741594,1.1339515735368722e-05,1.0475081846238746e-05
81,-0.2411943979629916,-0.24003895865358552,-0.0011554393094060922,2013.7107986675087,4324.866008223976,-2311.155209556467,0.00022311720549165296,0.0005,0.0001434178185973541,24.249790009791894,22.469872746661302,1.432286273983674e-05,1.326536918831152e-05
82,-0.4137071981288574,-0.412925060004137,-0.000782138124720444,2413.83676479598,3978.3709965134144,-1564.5342317174345,0.0002783212146474386,0.0005,0.00022186986759354385,32.9785629464796,30.999464847326696,2.5004346443722854e-05,2.3394763010809947e-05
83,0.25472591518058557,0.25673539820981095,-0.0020094830292253785,2102.647374135794,6121.122437599608,-4018.475063463814,0.00016618684245249735,0.0005,9.054054276831151e-05,18.525700498467803,16.965640671016896,7.957043407051156e-06,7.292033618584394e-06
84,0.12392487694291165,0.12520148182161547,-0.0012766048787038187,1960.5373271071626,4514.141110102047,-2553.603782994884,0.00021551229862103202,0.0005,0.00015030382182815974,24.39939438901067,22.65473573038589,1.3946176931445113e-05,1.2984476280923361e-05
85,0.02143749866455095,0.02311544133182708,-0.001677942667276132,2135.7374390249497,5491.274129233843,-3355.5366902088936,0.0001866886905663981,0.0005,0.00011539695990462624,21.511120790122,19.853633036555706,1.041101205386603e-05,9.610904978842027e-06
86,-0.3710113594421807,-0.3699875264634398,-0.001023832978740924,1916.857219319238,3964.355319396309,-2047.4981000770708,0.00023936365136943778,0.0005,0.00017243213810202675,28.323274338589968,26.465759423665595,1.925369853887368e-05,1.80340384000564e-05
87,-0.16181584944762312,-0.16067675293454306,-0.0011390965130800568,2038.3423134578536,4316.79462569249,-2278.4523122346363,0.00022362981095174633,0.0005,0.00014616741373978603,26.47393127370362,24.62047324305416,1.6178186515633552e-05,1.5054320881383752e-05
88,-0.4188590756444165,-0.41790939910620534,-0.0009496765382111527,2118.3307524773827,4017.6384811547296,-1899.3077286773469,0.00026965051726792583,0.0005,0.00021856254238558455,28.619206442922977,27.000105500058652,1.9615385736626635e-05,1.8561108720793135e-05
89,0.3594274790214123,0.3611105662398501,-0.0016830872184377954,2688.133860250959,6054.5945640339,-3366.4607037829405,0.00021840450112904866,0.0005,0.0001605465957312116,19.300680412198936,17.97705146168401,8.471100962699993e-06,7.909466650443795e-06
90,-0.2914781709815693,-0.2905751484063903,-0.0009030225751789911,2230.2072556061216,4036.7692647754093,-1806.5620091692876,0.0002722470750306376,0.0005,0.0001853979233407115,29.706545262046166,28.043988433028556,2.0274133853589253e-05,1.917464280901832e-05
91,0.12810940655937558,0.12983287505271937,-0.0017234684933437883,2109.8463351126175,5557.580269926034,-3447.7339348134165,0.00017913755013269502,0.0005,9.297104661826287e-05,20.733415788809438,19.079079085626603,9.798403712546833e-06,9.017974481282001e-06
92,0.084709708143709,0.08662825318328268,-0.0019185450395736853,2030.782687782843,5867.483960479791,-3836.701272696948,0.00017167735551401855,0.0005,9.882888055481074e-05,19.789039868552567,18.200963933033982,8.871610556727201e-06,8.167118288930695e-06
93,-0.35279092814835605,-0.3517276792486046,-0.0010632488997514566,1715.0124189828787,3842.1040788140926,-2127.091659831214,0.00020681904526730538,0.0005,0.0001248470963771883,28.713316757374983,26.523473757061733,1.971315519610936e-05,1.820730643808751e-05
94,-0.48916884553160317,-0.4880283082650944,-0.0011405372665087565,1875.7742789588476,4157.008462559139,-2281.2341836002915,0.00021661371484840347,0.0005,0.00011817810225469564,27.756757737155727,25.735461754082504,1.8404802867834937e-05,1.707199283894269e-05
95,-0.3733745104362427,-0.3721846863200932,-0.001189824116149485,2563.524636527788,4943.252936289092,-2379.728299761304,0.0002649392022301978,0.0005,0.0002163034743642865,24.375930161495695,23.018871568292553,1.3913510356214775e-05,1.3224355445744633e-05
96,0.8700099712662565,0.8722587342129028,-0.002248762946646332,2537.27961856391,7037.510766907614,-4500.231148343704,0.00018097732468223392,0.0005,0.0001313201947939486,17.87167641119203,16.515812167860915,7.355453259646082e-06,6.812197265330069e-06
97,0.9834749920276676,0.9854357953485519,-0.001960803320884219,2266.1631133911364,6188.566219235486,-3922.4031058443493,0.0001782936043654363,0.0005,0.00011010610328605837,19.214556644118964,17.721017408416614,8.775643213540047e-06,8.111666420752274e-06
98,-0.11798602581256523,-0.11663796736221783,-0.0013480584503473975,2149.1520946597298,4845.973921961067,-2696.8218273013376,0.00022130707804593827,0.0005,0.00015439498541936796,22.801608547012624,21.23270504028656,1.2217185331512605e-05,1.1401096772768818e-05
99,-0.29288080450350223,-0.29149552837341897,-0.0013852761300832683,1976.9961561482469,4748.1893307354985,-2771.1931745872516,0.00020715004592305778,0.0005,0.0001259621239733317,22.13537896498068,20.426817845412934,1.1756317012591927e-05,1.0869717025563056e-05
